ZIP3,Location,States,Senators,Senator_Phones,Senator_Contact_Forms,House_Reps,House_Rep_Phones,House_Rep_Contact_Pages
781,"San Antonio (north), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Monica De La Cruz (R); Chip Roy (R); Michael Cloud (R); Henry Cuellar (D); Greg Casar (D),202-225-9901; 202-225-4236; 202-225-7742; 202-225-1640; 202-225-5645,https://delacruz.house.gov; https://roy.house.gov; https://cloud.house.gov; https://cuellar.house.gov; https://casar.house.gov
782,"San Antonio (south), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Monica De La Cruz (R); Joaquin Castro (D); Chip Roy (R); Henry Cuellar (D); Greg Casar (D),202-225-9901; 202-225-3236; 202-225-4236; 202-225-1640; 202-225-5645,https://delacruz.house.gov; https://castro.house.gov; https://roy.house.gov; https://cuellar.house.gov; https://casar.house.gov
783,"Corpus Christi, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Monica De La Cruz (R); Michael Cloud (R); Henry Cuellar (D); Vicente Gonzalez (D),202-225-9901; 202-225-7742; 202-225-1640; 202-225-2531,https://delacruz.house.gov; https://cloud.house.gov; https://cuellar.house.gov; https://gonzalez.house.gov
784,"Corpus Christi (south), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Michael Cloud (R); Vicente Gonzalez (D),202-225-7742; 202-225-2531,https://cloud.house.gov; https://gonzalez.house.gov
785,"McAllen / Harlingen, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Monica De La Cruz (R); Henry Cuellar (D); Vicente Gonzalez (D),202-225-9901; 202-225-1640; 202-225-2531,https://delacruz.house.gov; https://cuellar.house.gov; https://gonzalez.house.gov
786,"Austin, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Michael T. McCaul (R); August Pfluger (R); Monica De La Cruz (R); Pete Sessions (R); Chip Roy (R); Michael Cloud (R); John R. Carter (R); Greg Casar (D); Lloyd Doggett (D),202-225-2401; 202-225-3605; 202-225-9901; 202-225-6105; 202-225-4236; 202-225-7742; 202-225-3864; 202-225-5645; 202-225-4865,https://mccaul.house.gov; https://pfluger.house.gov; https://delacruz.house.gov; https://sessions.house.gov; https://roy.house.gov; https://cloud.house.gov; https://carter.house.gov; https://casar.house.gov; https://doggett.house.gov
787,"Austin (north), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Michael T. McCaul (R); Pete Sessions (R); Chip Roy (R); Greg Casar (D); Lloyd Doggett (D),202-225-2401; 202-225-6105; 202-225-4236; 202-225-5645; 202-225-4865,https://mccaul.house.gov; https://sessions.house.gov; https://roy.house.gov; https://casar.house.gov; https://doggett.house.gov
788,"Austin (south), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Chip Roy (R),202-225-4236,https://roy.house.gov
789,"Georgetown / Round Rock, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Michael T. McCaul (R); Michael Cloud (R),202-225-2401; 202-225-7742,https://mccaul.house.gov; https://cloud.house.gov
790,"Amarillo, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Ronny Jackson (R); Jodey C. Arrington (R),202-225-3706; 202-225-4005,https://jackson.house.gov; https://arrington.house.gov
791,"Amarillo (east), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Ronny Jackson (R),202-225-3706,https://jackson.house.gov
792,"Childress / Pampa, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Ronny Jackson (R); Jodey C. Arrington (R),202-225-3706; 202-225-4005,https://jackson.house.gov; https://arrington.house.gov
793,"Lubbock, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Ronny Jackson (R); Jodey C. Arrington (R),202-225-3706; 202-225-4005,https://jackson.house.gov; https://arrington.house.gov
794,"Lubbock (east), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Jodey C. Arrington (R),202-225-4005,https://arrington.house.gov
795,"Abilene, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,August Pfluger (R); Ronny Jackson (R); Jodey C. Arrington (R); Roger Williams (R),202-225-3605; 202-225-3706; 202-225-4005; 202-225-9896,https://pfluger.house.gov; https://jackson.house.gov; https://arrington.house.gov; https://williams.house.gov
796,"Abilene (north), TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Jodey C. Arrington (R); Roger Williams (R),202-225-4005; 202-225-9896,https://arrington.house.gov; https://williams.house.gov
797,"Midland, TX",TX,John Cornyn (R); Ted Cruz (R),202-224-2934; 202-224-5922,https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,August Pfluger (R); Jodey C. Arrington (R),202-225-3605; 202-225-4005,https://pfluger.house.gov; https://arrington.house.gov
798,"Odessa, TX",NM; TX,Martin Heinrich (D); Ben Ray Luján (D); John Cornyn (R); Ted Cruz (R),202-224-5521; 202-224-6621; 202-224-2934; 202-224-5922,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/; https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Gabe Vasquez (D); Veronica Escobar (D),202-225-2365; 202-225-4831,https://vasquez.house.gov; https://escobar.house.gov
799,"El Paso, TX",NM; TX,Martin Heinrich (D); Ben Ray Luján (D); John Cornyn (R); Ted Cruz (R),202-224-5521; 202-224-6621; 202-224-2934; 202-224-5922,https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/; https://www.cornyn.senate.gov/contact; https://www.cruz.senate.gov/?p=form&id=16,Gabe Vasquez (D); Veronica Escobar (D),202-225-2365; 202-225-4831,https://vasquez.house.gov; https://escobar.house.gov
800,"Denver, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Diana DeGette (D); Joe Neguse (D); Lauren Boebert (R); Jason Crow (D); Brittany Pettersen (D); Gabe Evans (R),202-225-4431; 202-225-2161; 202-225-4761; 202-225-7882; 202-225-2645; 202-225-5625,https://degette.house.gov; https://neguse.house.gov; https://boebert.house.gov; https://crow.house.gov; https://pettersen.house.gov; https://gabeevans.house.gov
801,"Denver (north), CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Diana DeGette (D); Lauren Boebert (R); Jeff Crank (R); Jason Crow (D); Brittany Pettersen (D),202-225-4431; 202-225-4761; 202-225-4422; 202-225-7882; 202-225-2645,https://degette.house.gov; https://boebert.house.gov; https://crank.house.gov; https://crow.house.gov; https://pettersen.house.gov
802,"Denver (south), CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Diana DeGette (D); Jason Crow (D); Brittany Pettersen (D); Gabe Evans (R),202-225-4431; 202-225-7882; 202-225-2645; 202-225-5625,https://degette.house.gov; https://crow.house.gov; https://pettersen.house.gov; https://gabeevans.house.gov
803,"Denver metro, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Joe Neguse (D),202-225-2161,https://neguse.house.gov
804,"Denver (east), CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Joe Neguse (D); Jeff Hurd (R); Jason Crow (D); Brittany Pettersen (D),202-225-2161; 202-225-4676; 202-225-7882; 202-225-2645,https://neguse.house.gov; https://hurd.house.gov; https://crow.house.gov; https://pettersen.house.gov
805,"Longmont / Boulder, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Joe Neguse (D); Lauren Boebert (R); Brittany Pettersen (D); Gabe Evans (R),202-225-2161; 202-225-4761; 202-225-2645; 202-225-5625,https://neguse.house.gov; https://boebert.house.gov; https://pettersen.house.gov; https://gabeevans.house.gov
806,"Greeley, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Joe Neguse (D); Lauren Boebert (R); Jason Crow (D); Brittany Pettersen (D); Gabe Evans (R),202-225-2161; 202-225-4761; 202-225-7882; 202-225-2645; 202-225-5625,https://neguse.house.gov; https://boebert.house.gov; https://crow.house.gov; https://pettersen.house.gov; https://gabeevans.house.gov
807,"Fort Collins, CO",CO; NE,Michael F. Bennet (D); John W. Hickenlooper (D); Deb Fischer (R); Pete Ricketts (R),202-224-5852; 202-224-5941; 202-224-6551; 202-224-4224,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/; https://www.fischer.senate.gov/public/index.cfm/contact; https://www.ricketts.senate.gov/contact/,Lauren Boebert (R); Gabe Evans (R); Adrian Smith (R),202-225-4761; 202-225-5625; 202-225-6435,https://boebert.house.gov; https://gabeevans.house.gov; https://adriansmith.house.gov
808,"Colorado Springs, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Jeff Hurd (R); Lauren Boebert (R); Jeff Crank (R); Brittany Pettersen (D),202-225-4676; 202-225-4761; 202-225-4422; 202-225-2645,https://hurd.house.gov; https://boebert.house.gov; https://crank.house.gov; https://pettersen.house.gov
809,"Colorado Springs (south), CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Lauren Boebert (R); Jeff Crank (R); Brittany Pettersen (D),202-225-4761; 202-225-4422; 202-225-2645,https://boebert.house.gov; https://crank.house.gov; https://pettersen.house.gov
810,"Pueblo, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Jeff Hurd (R); Lauren Boebert (R); Jeff Crank (R); Brittany Pettersen (D),202-225-4676; 202-225-4761; 202-225-4422; 202-225-2645,https://hurd.house.gov; https://boebert.house.gov; https://crank.house.gov; https://pettersen.house.gov
811,"Alamosa / Trinidad, CO",CO; NM,Michael F. Bennet (D); John W. Hickenlooper (D); Martin Heinrich (D); Ben Ray Luján (D),202-224-5852; 202-224-5941; 202-224-5521; 202-224-6621,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/; https://www.heinrich.senate.gov/contact; https://www.lujan.senate.gov/contact/,Jeff Hurd (R); Teresa Leger Fernandez (D),202-225-4676; 202-225-6190,https://hurd.house.gov; https://fernandez.house.gov
812,"Durango, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Jeff Hurd (R); Brittany Pettersen (D),202-225-4676; 202-225-2645,https://hurd.house.gov; https://pettersen.house.gov
813,"Grand Junction, CO",CO; UT,Michael F. Bennet (D); John W. Hickenlooper (D); Mike Lee (R); John R. Curtis (R),202-224-5852; 202-224-5941; 202-224-5444; 202-224-5251,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/; https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Jeff Hurd (R); Mike Kennedy (R),202-225-4676; 202-225-7751,https://hurd.house.gov; https://mikekennedy.house.gov
814,"Glenwood Springs / Aspen, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Jeff Hurd (R),202-225-4676,https://hurd.house.gov
815,"Steamboat Springs / Craig, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Jeff Hurd (R),202-225-4676,https://hurd.house.gov
816,"Grand Junction area, CO",CO,Michael F. Bennet (D); John W. Hickenlooper (D),202-224-5852; 202-224-5941,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/,Joe Neguse (D); Jeff Hurd (R),202-225-2161; 202-225-4676,https://neguse.house.gov; https://hurd.house.gov
820,"Cheyenne, WY",CO; NE; WY,Michael F. Bennet (D); John W. Hickenlooper (D); Deb Fischer (R); Pete Ricketts (R); John Barrasso (R); Cynthia M. Lummis (R),202-224-5852; 202-224-5941; 202-224-6551; 202-224-4224; 202-224-6441; 202-224-3424,https://www.bennet.senate.gov/public/index.cfm/contact; https://www.hickenlooper.senate.gov/contact/; https://www.fischer.senate.gov/public/index.cfm/contact; https://www.ricketts.senate.gov/contact/; https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Joe Neguse (D); Lauren Boebert (R); Gabe Evans (R); Adrian Smith (R); Harriet M. Hageman (R),202-225-2161; 202-225-4761; 202-225-5625; 202-225-6435; 202-225-2311,https://neguse.house.gov; https://boebert.house.gov; https://gabeevans.house.gov; https://adriansmith.house.gov; https://hageman.house.gov
821,"Wheatland, WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
822,"Sheridan, WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
823,"Rawlins, WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
824,"Worland, WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
825,"Riverton, WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
826,"Casper, WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
827,"Casper (east), WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
828,"Cody, WY",MT; WY,Steve Daines (R); Tim Sheehy (R); John Barrasso (R); Cynthia M. Lummis (R),202-224-2651; 202-224-2644; 202-224-6441; 202-224-3424,https://www.daines.senate.gov/connect/email-steve; https://www.sheehy.senate.gov; https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Troy Downing (R); Harriet M. Hageman (R),202-225-3211; 202-225-2311,https://downing.house.gov; https://hageman.house.gov
829,"Rock Springs, WY",UT; WY,Mike Lee (R); John R. Curtis (R); John Barrasso (R); Cynthia M. Lummis (R),202-224-5444; 202-224-5251; 202-224-6441; 202-224-3424,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov; https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Mike Kennedy (R); Harriet M. Hageman (R),202-225-7751; 202-225-2311,https://mikekennedy.house.gov; https://hageman.house.gov
830,"Rock Springs (west), WY",WY,John Barrasso (R); Cynthia M. Lummis (R),202-224-6441; 202-224-3424,https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Harriet M. Hageman (R),202-225-2311,https://hageman.house.gov
831,"Laramie, WY",ID; WY,James E. Risch (R); Mike Crapo (R); John Barrasso (R); Cynthia M. Lummis (R),202-224-2752; 202-224-6142; 202-224-6441; 202-224-3424,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact; https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Michael K. Simpson (R); Harriet M. Hageman (R),202-225-5531; 202-225-2311,https://simpson.house.gov; https://hageman.house.gov
832,"Pocatello, ID",ID,James E. Risch (R); Mike Crapo (R),202-224-2752; 202-224-6142,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact,Michael K. Simpson (R),202-225-5531,https://simpson.house.gov
833,"Twin Falls, ID",ID; UT,James E. Risch (R); Mike Crapo (R); Mike Lee (R); John R. Curtis (R),202-224-2752; 202-224-6142; 202-224-5444; 202-224-5251,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact; https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Russ Fulcher (R); Michael K. Simpson (R); Blake D. Moore (R),202-225-6611; 202-225-5531; 202-225-0453,https://fulcher.house.gov; https://simpson.house.gov; https://blakemoore.house.gov
834,"Boise, ID",ID; WY,James E. Risch (R); Mike Crapo (R); John Barrasso (R); Cynthia M. Lummis (R),202-224-2752; 202-224-6142; 202-224-6441; 202-224-3424,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact; https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Michael K. Simpson (R); Harriet M. Hageman (R),202-225-5531; 202-225-2311,https://simpson.house.gov; https://hageman.house.gov
835,"Lewiston, ID",ID,James E. Risch (R); Mike Crapo (R),202-224-2752; 202-224-6142,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact,Russ Fulcher (R),202-225-6611,https://fulcher.house.gov
836,"Boise (south), ID",ID,James E. Risch (R); Mike Crapo (R),202-224-2752; 202-224-6142,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact,Russ Fulcher (R); Michael K. Simpson (R),202-225-6611; 202-225-5531,https://fulcher.house.gov; https://simpson.house.gov
837,"Boise (north), ID",ID,James E. Risch (R); Mike Crapo (R),202-224-2752; 202-224-6142,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact,Russ Fulcher (R); Michael K. Simpson (R),202-225-6611; 202-225-5531,https://fulcher.house.gov; https://simpson.house.gov
838,"Coeur d'Alene, ID",ID; WA,James E. Risch (R); Mike Crapo (R); Maria Cantwell (D); Patty Murray (D),202-224-2752; 202-224-6142; 202-224-3441; 202-224-2621,https://www.risch.senate.gov/public/index.cfm?p=Email; https://www.crapo.senate.gov/contact; https://www.cantwell.senate.gov/public/index.cfm/email-maria; https://www.murray.senate.gov/write-to-patty/,Russ Fulcher (R); Michael Baumgartner (R),202-225-6611; 202-225-2006,https://fulcher.house.gov; https://baumgartner.house.gov
840,"Salt Lake City, UT",NV; UT,Catherine Cortez Masto (D); Jacky Rosen (D); Mike Lee (R); John R. Curtis (R),202-224-3542; 202-224-6244; 202-224-5444; 202-224-5251,https://www.cortezmasto.senate.gov/contact; https://www.rosen.senate.gov/contact_jacky; https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Mark E. Amodei (R); Blake D. Moore (R); Celeste Maloy (R); Mike Kennedy (R); Burgess Owens (R),202-225-6155; 202-225-0453; 202-225-9730; 202-225-7751; 202-225-3011,https://amodei.house.gov; https://blakemoore.house.gov; https://maloy.house.gov; https://mikekennedy.house.gov; https://owens.house.gov
841,"Salt Lake City (south), UT",UT,Mike Lee (R); John R. Curtis (R),202-224-5444; 202-224-5251,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Blake D. Moore (R); Celeste Maloy (R); Mike Kennedy (R); Burgess Owens (R),202-225-0453; 202-225-9730; 202-225-7751; 202-225-3011,https://blakemoore.house.gov; https://maloy.house.gov; https://mikekennedy.house.gov; https://owens.house.gov
842,"Ogden, UT",UT,Mike Lee (R); John R. Curtis (R),202-224-5444; 202-224-5251,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,,,
843,"Ogden (north), UT",UT,Mike Lee (R); John R. Curtis (R),202-224-5444; 202-224-5251,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Blake D. Moore (R),202-225-0453,https://blakemoore.house.gov
844,"Provo / Orem, UT",UT,Mike Lee (R); John R. Curtis (R),202-224-5444; 202-224-5251,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Blake D. Moore (R),202-225-0453,https://blakemoore.house.gov
845,"Price / Castle Dale, UT",AZ; UT,Ruben Gallego (D); Mark Kelly (D); Mike Lee (R); John R. Curtis (R),202-224-4521; 202-224-2235; 202-224-5444; 202-224-5251,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/; https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Elijah Crane (R); Celeste Maloy (R); Mike Kennedy (R),202-225-3361; 202-225-9730; 202-225-7751,https://crane.house.gov; https://maloy.house.gov; https://mikekennedy.house.gov
846,"Logan, UT",UT,Mike Lee (R); John R. Curtis (R),202-224-5444; 202-224-5251,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Celeste Maloy (R); Mike Kennedy (R); Burgess Owens (R),202-225-9730; 202-225-7751; 202-225-3011,https://maloy.house.gov; https://mikekennedy.house.gov; https://owens.house.gov
847,"Saint George, UT",UT,Mike Lee (R); John R. Curtis (R),202-224-5444; 202-224-5251,https://www.lee.senate.gov/public/index.cfm/contact; https://www.curtis.senate.gov,Celeste Maloy (R),202-225-9730,https://maloy.house.gov
850,"Phoenix, AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,David Schweikert (R); Yassamin Ansari (D); Greg Stanton (D); Adelita S. Grijalva (D); Abraham J. Hamadeh (R); Paul A. Gosar (R),202-225-2190; 202-225-4065; 202-225-9888; 202-225-2435; 202-225-4576; 202-225-2315,https://schweikert.house.gov; https://ansari.house.gov; https://stanton.house.gov; https://grijalva.house.gov; https://hamadeh.house.gov; https://gosar.house.gov
851,"Phoenix (east), AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,Elijah Crane (R); Andy Biggs (R); Juan Ciscomani (R); Adelita S. Grijalva (D); Paul A. Gosar (R),202-225-3361; 202-225-2635; 202-225-2542; 202-225-2435; 202-225-2315,https://crane.house.gov; https://biggs.house.gov; https://ciscomani.house.gov; https://grijalva.house.gov; https://gosar.house.gov
852,"Phoenix (south), AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,David Schweikert (R); Elijah Crane (R); Yassamin Ansari (D); Greg Stanton (D); Andy Biggs (R); Abraham J. Hamadeh (R),202-225-2190; 202-225-3361; 202-225-4065; 202-225-9888; 202-225-2635; 202-225-4576,https://schweikert.house.gov; https://crane.house.gov; https://ansari.house.gov; https://stanton.house.gov; https://biggs.house.gov; https://hamadeh.house.gov
853,"Phoenix (NE / Scottsdale), AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,David Schweikert (R); Elijah Crane (R); Yassamin Ansari (D); Greg Stanton (D); Adelita S. Grijalva (D); Abraham J. Hamadeh (R); Paul A. Gosar (R),202-225-2190; 202-225-3361; 202-225-4065; 202-225-9888; 202-225-2435; 202-225-4576; 202-225-2315,https://schweikert.house.gov; https://crane.house.gov; https://ansari.house.gov; https://stanton.house.gov; https://grijalva.house.gov; https://hamadeh.house.gov; https://gosar.house.gov
854,"Phoenix (north), AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,,,
855,"Globe / Show Low, AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,David Schweikert (R); Elijah Crane (R); Juan Ciscomani (R); Abraham J. Hamadeh (R),202-225-2190; 202-225-3361; 202-225-2542; 202-225-4576,https://schweikert.house.gov; https://crane.house.gov; https://ciscomani.house.gov; https://hamadeh.house.gov
856,"Tucson, AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,Elijah Crane (R); Juan Ciscomani (R); Adelita S. Grijalva (D),202-225-3361; 202-225-2542; 202-225-2435,https://crane.house.gov; https://ciscomani.house.gov; https://grijalva.house.gov
857,"Tucson (south), AZ",AZ,Ruben Gallego (D); Mark Kelly (D),202-224-4521; 202-224-2235,https://www.gallego.senate.gov; https://www.kelly.senate.gov/contact/contact-form/,Elijah Crane (R); Juan Ciscomani (R); Adelita S. Grijalva (D),202-225-3361; 202-225-2542; 202-225-2435,https://crane.house.gov; https://ciscomani.house.gov; https://grijalva.house.gov
